0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,6.703197587148637115e-01,2.681293785006838015e-01,1.536742079104427665e-02,4.230654549365643613e-02,3.728612537958908828e-03,1.482839617929560449e-04
1.000000000000000000e+01,4.493271929916206608e-01,3.594714001929006919e-01,4.753530229160606024e-02,1.194746667384000843e-01,2.230484249900839891e-02,1.886595286464030040e-03
1.500000000000000000e+01,3.011884054711357894e-01,3.614581816672334802e-01,8.323864538253615553e-02,1.900299862130578332e-01,5.645922449300828927e-02,7.625556773028520016e-03
2.000000000000000000e+01,2.018953123497831126e-01,3.230360954565238418e-01,1.159062423415390952e-01,2.391747702037470280e-01,1.006599788690413499e-01,1.932760077936554119e-02
2.500000000000000000e+01,1.353309881453446939e-01,2.706845672044740914e-01,1.427238802646561555e-01,2.648872024626401922e-01,1.483741543664861551e-01,3.799920755639867725e-02
3.000000000000000000e+01,9.070752050912808673e-02,2.177495887951025333e-01,1.629523535796190969e-01,2.707423962519927563e-01,1.941073425082354142e-01,6.374079835592222354e-02
3.500000000000000000e+01,6.081053389023577394e-02,1.702580747263179040e-01,1.768986732369015880e-01,2.619528399586483758e-01,2.341335306131190064e-01,9.594634757477743525e-02
4.000000000000000000e+01,4.076379306172347311e-02,1.304161560704943101e-01,1.853196646287919302e-01,2.435430333021161575e-01,2.663657455031622212e-01,1.335916074337119841e-01
4.500000000000000000e+01,2.731824834051367959e-02,9.836920552429909148e-02,1.891349079470546479e-01,2.196820484250076311e-01,2.900620773112022044e-01,1.754335124519226519e-01
5.000000000000000000e+01,1.833528555733091037e-02,7.319818625868765305e-02,1.892814969979025042e-01,1.936189251233885189e-01,3.053806289797360574e-01,2.201854770829544394e-01
5.500000000000000000e+01,1.227524946562479763e-02,5.400923866037770499e-02,1.865482611553507253e-01,1.674496613678745360e-01,3.130535271870197866e-01,2.666640621637524355e-01
6.000000000000000000e+01,8.243658918685366557e-03,3.946674278093596777e-02,1.816763810639207832e-01,1.426466469065679199e-01,3.141910792314155931e-01,3.137754910984743573e-01
6.500000000000000000e+01,5.525992971302825033e-03,2.866049830785259017e-02,1.752380685560018525e-01,1.200107371932266215e-01,3.099217793330430459e-01,3.606429236385730874e-01
7.000000000000000000e+01,3.702248471510698538e-03,2.069539692119447272e-02,1.677152956909763459e-01,9.991879104522791155e-02,3.014273204241497139e-01,4.065409474469409146e-01
7.500000000000000000e+01,2.489415199453836724e-03,1.485811643392894940e-02,1.594909208762405883e-01,8.245400859538605520e-02,2.897948045559370356e-01,4.509127343390536002e-01
8.000000000000000000e+01,1.665998771818884110e-03,1.062641906367184363e-02,1.508622533224687479e-01,6.755033287290536370e-02,2.759309997981139184e-01,4.933639961710212796e-01
8.500000000000000000e+01,1.118053575479541987e-03,7.570230565731468457e-03,1.420595746202502341e-01,5.498138467478994734e-02,2.606493894142072332e-01,5.336213671495416699e-01
9.000000000000000000e+01,7.512618867181381811e-04,5.374242636852445340e-03,1.332600977539162013e-01,4.450524713107926328e-02,2.445888595947624533e-01,5.715202909966715650e-01
9.500000000000000000e+01,5.024894096606532254e-04,3.802490320439151725e-03,1.245967655672438057e-01,3.586139969177625647e-02,2.282539260219021982e-01,6.069829289889779877e-01
1.000000000000000000e+02,3.378705455124242840e-04,2.684914999377415942e-03,1.161642323970908663e-01,2.877243380245154622e-02,2.120380400141085864e-01,6.400025082414591004e-01
1.050000000000000000e+02,2.267945523294394522e-04,1.890457284196792303e-03,1.080340080205242775e-01,2.300377007806832241e-02,1.962290770901410353e-01,6.706158929747401132e-01
1.100000000000000000e+02,1.515797320240511777e-04,1.326996608988054421e-03,1.002535839287728575e-01,1.833611011733150137e-02,1.810311440487833434e-01,6.989005855641001741e-01
1.150000000000000000e+02,1.021412813744031439e-04,9.313807842190862524e-04,9.285199033231691934e-02,1.457333242820573090e-02,1.665783904269506344e-01,7.249627647469332192e-01
1.200000000000000000e+02,6.862798753912644747e-05,6.519591475133358800e-04,8.584855041527206243e-02,1.155549134006608400e-02,1.529579478368498779e-01,7.489174232727594527e-01
1.250000000000000000e+02,4.576218323482516713e-05,4.545934051599583069e-04,7.925059423137983949e-02,9.143849096614621585e-03,1.402122984751904000e-01,7.708929026084203606e-01
1.300000000000000000e+02,3.085552546919880158e-05,3.176228266241611998e-04,7.305641031842229072e-02,7.221810962358876131e-03,1.283484386840841041e-01,7.910248616830414248e-01
1.350000000000000000e+02,2.088931636890349291e-05,2.218616765395495705e-04,6.726085273148089960e-02,5.694363649514319961e-03,1.173589137294651502e-01,8.094431188966311197e-01
1.400000000000000000e+02,1.388751214776581068e-05,1.537782055555814305e-04,6.185419312282430804e-02,4.483230422811529219e-03,1.072197173014847321e-01,8.262751934351761918e-01
1.450000000000000000e+02,9.298222153600917754e-06,1.067657160186054891e-04,5.682167528779535903e-02,3.525546502672695631e-03,9.788836178312167180e-02,8.416483524882381051e-01
1.500000000000000000e+02,6.370195554282388269e-06,7.468342079357570041e-05,5.214764874736312061e-02,2.769759920440970514e-03,8.932067488233820518e-02,8.556808628335098588e-01
1.550000000000000000e+02,4.278427917910249482e-06,5.177873062419589373e-05,4.781593859482353992e-02,2.173341132101728069e-03,8.147289318089707966e-02,8.684817699336355723e-01
1.600000000000000000e+02,2.812887402668856638e-06,3.553302948675271387e-05,4.380830769428632754e-02,1.703245668697006554e-03,7.429438673354032963e-02,8.801557139865869850e-01
1.650000000000000000e+02,1.893150864085049724e-06,2.462307733428886612e-05,4.010574251341272184e-02,1.334507901683751937e-03,6.773287626626560420e-02,8.908003570904395874e-01
1.700000000000000000e+02,1.337611333618512183e-06,1.740666354562882194e-05,3.669001186219017496e-02,1.045592868020216604e-03,6.174087098225042314e-02,9.005047800126599888e-01
